mmol_per_cm
0
0
0
99.06
10.16
203.2
177.8
165.1
0
330.2
0
330.2
0
177.8
0
0
0
0
0
0
0
0
7.62
134.62
127
127
127
127
254
0
127
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.62
10.16
50.8
0
0
10.16
0
0
10.16
0
0
0
0
0
0
0
0
55.879999999999995
17.78
12.7
0
0
0
0
0
7.62
7.62
10.16
0
0
0
35.56
0
0
0
48.26
0
0
0
0
0
0
0
0
0
0
0
0
162.56
147.32
83.82
0
0
0
0
0
0
22.86
157.48
71.12
0
0
0
0
0
0
0
7.62
45.72
12.7
0
0
0
0
0
0
0
0
0
7.62
15.24
15.24
30.48
15.24
0
0
0
0
0
0
10.16
0
0
0
0
0
0
0
0
0
0
0
0
20.32
7.62
0
0
0
0
0
0
7.62
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
86.36
12.7
0
0
33.019999999999996
0
0
0
20.32
0
10.16
7.62
10.16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.24
22.86
0
0
0
0
0
0
0
0
0
0
27.939999999999998
157.48
20.32
55.879999999999995
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
81.28
0
0
0
10.16
33.019999999999996
15.24
0
0
0
137.16
111.75999999999999
0
0
0
0
7.62
35.56
0
0
17.78
0
0
0
0
137.16
25.4
0
0
0
0
0
22.86
0
0
0
0
0
0
0
0
0
0
0
10.16
0
152.4
152.4
152.4
152.4
152.4
320.04
58.42
7.62
0
0
0
0
0
0
22.86
71.12
0
0
0
0
139.7
58.42
279.4
0
299.71999999999997
0
279.4
0
279.4
139.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.32
0
15.24
0
0
0
0
17.78
0
15.24
63.5
0
0
0
0
0
12.7
0
0
0
0
78.74
10.16
0
0
0
40.64
0
0
0
0
53.339999999999996
0
0
0
0
0
27.939999999999998
0
0
0
0
0
0
0
139.7
22.86
96.52
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.019999999999996
10.16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22.86
15.24
0
0
0
40.64
17.78
0
17.78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.16
0
0
0
0
0
0
0
0
0
12.7
12.7
0
0
17.78
0
0
0
0
0
0
0
0
15.24
25.4
0
0
0
0
0
0
0
0
0
0
0
0
0
17.78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.16
0
0
10.16
0
0
15.24
15.24
0
0
27.939999999999998
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12.7
0
0
0
0
7.62
0
0
0
0
0
0
0
0
0
0
0
0
63.5
68.58
0
0
0
0
0
0
0
0
0
76.2
0
0
63.5
0
0
0
38.1
0
0
0
7.62
0
0
0
0
0
7.62
63.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22.86
33.019999999999996
0
0
0
0
0
0
0
0
30.48
12.7
33.019999999999996
0
12.7
0
0
38.1
20.32
0
0
0
0
0
0
0
0
0
0
58.42
0
0
0
0
0
0
