mmol_per_cm
0
0
0
0
0
0
12.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.32
0
0
27.939999999999998
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.019999999999996
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.78
0
0
0
0
0
0
30.48
0
0
0
0
0
15.24
0
0
25.4
25.4
0
0
20.32
0
0
0
0
0
20.32
15.24
27.939999999999998
0
0
0
0
0
22.86
0
0
0
0
116.84
45.72
38.1
0
0
0
0
0
0
0
0
0
78.74
147.32
43.18
0
101.6
0
0
218.44
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22.86
0
0
0
0
0
0
0
0
0
142.24
165.1
165.1
165.1
38.1
165.1
0
165.1
0
165.1
165.1
0
165.1
0
0
0
0
0
0
0
0
0
0
50.8
165.1
165.1
175.26
165.1
165.1
17.78
190.5
0
0
0
0
0
0
0
0
0
0
0
0
12.7
0
0
0
0
0
101.6
0
0
0
0
0
0
0
0
162.56
193.04
0
12.7
15.24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30.48
0
0
0
0
33.019999999999996
0
0
12.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.32
0
0
0
0
0
0
0
0
0
0
25.4
0
0
0
0
0
0
0
0
0
15.24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25.4
0
0
0
0
0
0
0
0
0
0
0
17.78
0
0
0
0
0
20.32
0
0
0
0
0
0
15.24
0
0
0
0
0
0
0
0
0
0
17.78
0
0
15.24
30.48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30.48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.019999999999996
0
0
0
0
0
0
0
0
0
0
0
0
20.32
0
0
0
0
0
20.32
0
0
0
0
17.78
0
7.62
0
0
0
0
0
45.72
0
12.7
0
0
0
0
20.32
0
0
0
0
0
35.56
0
0
0
17.78
0
0
38.1
15.24
0
0
0
0
165.1
0
165.1
165.1
0
185.42000000000002
165.1
0
0
0
30.48
0
0
0
0
0
0
0
0
0
0
0
0
0
269.24
182.88
175.26
175.26
165.1
0
195.57999999999998
165.1
0
0
0
0
0
0
30.48
27.939999999999998
27.939999999999998
0
0
81.28
17.78
35.56
0
0
0
0
0
165.1
165.1
165.1
210.82
165.1
0
165.1
165.1
165.1
0
208.28000000000003
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.62
0
0
0
0
0
0
0
0
0
0
0
22.86
60.96
17.78
0
0
0
0
0
0
0
0
0
0
0
0
66.03999999999999
10.16
0
0
0
0
0
0
12.7
0
15.24
0
0
0
33.019999999999996
0
0
0
0
0
0
20.32
142.24
60.96
0
0
0
0
0
0
0
0
0
30.48
0
0
0
0
0
0
0
0
0
0
119.38
15.24
0
0
0
0
0
0
0
0
0
17.78
0
0
25.4
0
10.16
10.16
22.86
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12.7
0
0
0
0
0
0
0
0
0
15.24
0
0
20.32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27.939999999999998
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22.86
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.32
0
0
0
0
27.939999999999998
0
0
0
0
0
0
0
0
25.4
0
0
0
0
10.16
20.32
0
0
0
0
0
0
0
0
0
0
0
0
0
43.18
0
0
0
0
66.03999999999999
48.26
0
0
0
0
0
0
0
17.78
0
0
0
0
0
0
0
86.36
53.339999999999996
17.78
0
12.7
0
0
0
0
0
0
0
12.7
0
0
0
0
45.72
0
0
12.7
45.72
129.54000000000002
0
10.16
0
0
0
38.1
33.019999999999996
0
0
0
0
111.75999999999999
48.26
0
0
0
0
0
0
0
15.24
33.019999999999996
0
